Airline.Status,Age,Gender,Price.Sensitivity,Flights.Per.Year,Loyalty,Type.of.Travel,Eating.and.Drinking.at.Airport,Class,Partner.Code,Origin.State,Destination.State,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Customer.Type
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,North Carolina,New York,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,B6,New York,New York,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Illinois,Missouri,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Kentucky,Florida,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,2,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,AA,Florida,Pennsylvania,Short_Delay,No,Short_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,MQ,Minnesota,New York,Short_Delay,No,Short_Flights,Passive
Silver,Old,Male,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,B6,Florida,New York,Short_Delay,No,Short_Flights,Promoter
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OU,Missouri,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Arizona,Georgia,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Arkansas,Short_Delay,Yes,Long_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Georgia,Colorado,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Missouri,New York,Short_Delay,No,Short_Flights,Promoter
Gold,Old,Male,1,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,FL,Indiana,Georgia,Short_Delay,Yes,Long_Flights,Passive
Silver,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,AS,California,Washington,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,DL,Georgia,Utah,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Non_Frq_Fly,Negative,Business travel,151orMore,Business,OU,Massachusetts,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Maryland,Florida,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,2,Frq_Fly,Positive,Personal Travel,50orLess,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Passive
Platinum,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,DL,Georgia,Indiana,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,EV,Texas,Oklahoma,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Connecticut,Georgia,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Georgia,Missouri,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,MQ,Florida,Kentucky,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Virginia,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,MQ,Illinois,Oklahoma,Long_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Michigan,Minnesota,Short_Delay,Yes,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Michigan,Wisconsin,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Texas,Georgia,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,B6,California,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco,OO,Illinois,Kentucky,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Business,DL,Maryland,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,North Carolina,Missouri,Long_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Texas,New York,Short_Delay,No,Short_Flights,Detractor
Platinum,Old,Female,3,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,US,Indiana,Arizona,Short_Delay,No,Long_Flights,Passive
Silver,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Georgia,North Carolina,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Minnesota,Connecticut,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,US,North Carolina,Maryland,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Louisiana,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Puerto Rico,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,US,Pennsylvania,Utah,Short_Delay,No,Long_Flights,Promoter
Platinum,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,OO,Tennessee,Colorado,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Business,US,Wisconsin,Arizona,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,0,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,North Dakota,Colorado,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,OU,Louisiana,Colorado,Long_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Florida,Arizona,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Mileage tickets,151orMore,Eco,WN,Georgia,Florida,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,California,California,Long_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,DL,Florida,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OU,California,Texas,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,OO,Washington,California,Short_Delay,No,Short_Flights,Passive
Silver,Old,Male,2,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,EV,Texas,Ohio,Long_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Business,OU,Illinois,Michigan,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,OO,Montana,Utah,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OO,California,Texas,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,US,Arizona,Hawaii,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,FL,Wisconsin,Virginia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,OU,Colorado,California,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Minnesota,Illinois,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco Plus,US,Pennsylvania,Florida,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,New York,Georgia,Long_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Georgia,Michigan,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Michigan,Massachusetts,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,0,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Utah,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,0,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Nevada,Colorado,Long_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Texas,Indiana,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,151orMore,Eco,B6,Massachusetts,Maryland,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,US,North Carolina,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,EV,Alabama,Illinois,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Missouri,Minnesota,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Mileage tickets,151orMore,Eco,OO,California,California,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Business,DL,Florida,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco Plus,WN,Oklahoma,Colorado,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Mileage tickets,50orLess,Business,EV,Wisconsin,Illinois,Long_Delay,No,Long_Flights,Detractor
Gold,Old,Female,2,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Indiana,Colorado,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Nevada,Louisiana,Short_Delay,No,Short_Flights,Promoter
Platinum,Old,Female,0,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,B6,California,Massachusetts,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,California,Utah,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,OO,Oregon,Washington,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,DL,California,Minnesota,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,AA,California,New York,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,Utah,Idaho,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Business,F9,Washington,Colorado,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,WN,New Hampshire,Florida,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,EV,North Carolina,Illinois,Long_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,VX,Massachusetts,California,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Iowa,Arizona,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco Plus,WN,Illinois,New York,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Michigan,Short_Delay,No,Long_Flights,Passive
Silver,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Business,OO,Texas,California,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,0,Non_Frq_Fly,Negative,Business travel,151orMore,Eco Plus,B6,New York,Vermont,Long_Delay,No,Long_Flights,Promoter
Silver,Old,Female,2,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Illinois,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Business,OO,New Mexico,California,Long_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Illinois,Florida,Long_Delay,No,Short_Flights,Passive
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Georgia,Massachusetts,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Michigan,Michigan,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,0,Frq_Fly,Positive,Business travel,151orMore,Eco,F9,Colorado,Oregon,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,AS,Alaska,Oregon,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Florida,New York,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,F9,Colorado,California,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,EV,Louisiana,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,OU,Colorado,Texas,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,EV,Louisiana,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,US,Arizona,New Mexico,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,MQ,New York,North Carolina,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,3,Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Missouri,Minnesota,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Business,OO,Arizona,California,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,WN,Texas,Nevada,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco Plus,OO,Utah,Wyoming,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,US,Illinois,Arizona,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Georgia,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,FL,Georgia,Massachusetts,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Mileage tickets,50orLess,Business,OO,Nevada,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Virginia,New York,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,0,Frq_Fly,Negative,Mileage tickets,151orMore,Eco,B6,Massachusetts,Virginia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Colorado,Maryland,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,OO,Colorado,North Dakota,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Negative,Mileage tickets,50orLess,Eco Plus,US,Washington,Arizona,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Virginia,South Carolina,Short_Delay,Yes,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Business,EV,Georgia,Alabama,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Frq_Fly,Positive,Business travel,151orMore,Business,F9,Minnesota,Colorado,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,2,Frq_Fly,Positive,Business travel,50orLess,Eco,OO,Ohio,Wisconsin,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,Florida,Pennsylvania,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Business,DL,Georgia,South Carolina,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,DL,Michigan,Massachusetts,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,2,Frq_Fly,Positive,Business travel,50orLess,Eco,WN,New Mexico,Texas,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Utah,California,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,OU,Colorado,Texas,Long_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Arizona,Florida,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,EV,Florida,Illinois,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Missouri,Oregon,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Texas,Texas,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,OO,Texas,Virginia,Short_Delay,Yes,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OO,Michigan,Illinois,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,FL,Florida,Maryland,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,FL,Michigan,Georgia,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,0,Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Ohio,Colorado,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco Plus,EV,Virginia,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,OO,Illinois,Indiana,Long_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Ohio,California,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,AA,Arizona,Florida,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Illinois,New Hampshire,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,FL,Virginia,Wisconsin,Long_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,AA,New York,California,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Nevada,Illinois,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Kentucky,Massachusetts,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,North Carolina,Texas,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,WN,Texas,Missouri,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,US,Massachusetts,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Georgia,Pennsylvania,Long_Delay,No,Long_Flights,Detractor
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,F9,Colorado,Virginia,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Male,1,Non_Frq_Fly,Positive,Personal Travel,151orMore,Eco,AS,California,Washington,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Pennsylvania,Georgia,Long_Delay,No,Short_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Michigan,Maryland,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Illinois,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,F9,Indiana,Colorado,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,New York,Illinois,Long_Delay,No,Short_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,AA,California,New York,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,AS,Alaska,Washington,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,MQ,Illinois,Tennessee,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,California,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,US,North Carolina,Massachusetts,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,California,Colorado,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Positive,Business travel,151orMore,Eco Plus,DL,Massachusetts,Michigan,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,Oregon,Washington,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,1,Frq_Fly,Positive,Mileage tickets,50orLess,Eco,DL,Massachusetts,Utah,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Arizona,Utah,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,B6,New York,New York,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,California,California,Short_Delay,No,Long_Flights,Promoter
Platinum,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Georgia,Illinois,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,OO,Minnesota,Illinois,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Nevada,New York,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,New York,Wisconsin,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Mileage tickets,151orMore,Eco,OU,California,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,US,North Carolina,Massachusetts,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,EV,Alabama,New York,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Illinois,Texas,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Business,US,Arizona,Minnesota,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Oregon,Nevada,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,VX,California,Washington,Long_Delay,No,Short_Flights,Promoter
Blue,Old,Male,0,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,EV,South Carolina,Illinois,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,MQ,Utah,Illinois,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Maryland,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,US,Iowa,Arizona,Long_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,California,California,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,EV,Texas,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,US,Nevada,North Carolina,Short_Delay,No,Long_Flights,Passive
